name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
机械实验馆,79,287661839,,school,,,,"POLYGON ((116.3385006 39.9495521, 116.3386237 39.9491725, 116.3392656 39.9492948, 116.3391426 39.9496744, 116.3385006 39.9495521))",POINT (116.3388831 39.9494235),2453.0,26404.4
机械楼,80,287661858,,yes,,,,"POLYGON ((116.3392883 39.9497186, 116.3393523 39.9495049, 116.3401218 39.9496402, 116.3400578 39.949854, 116.3397965 39.9498094, 116.3398295 39.9499653, 116.3395916 39.9499798, 116.3393606 39.9498868, 116.3395054 39.9497579, 116.3392883 39.9497186))",POINT (116.3396791 39.9497363),2316.1,24929.8
土木工程楼,81,287661893,,school,,,,"POLYGON ((116.3393895 39.9490534, 116.3394266 39.9489349, 116.3403709 39.9491089, 116.3403315 39.9492347, 116.3402489 39.9492195, 116.3402286 39.9492844, 116.3395588 39.949161, 116.3395815 39.9490888, 116.3393895 39.9490534))",POINT (116.3398892 39.9491134),1613.3,17365.2
逸夫教学楼&研究生院,82,287661916,,yes,,,,"POLYGON ((116.3382967 39.9503681, 116.338367 39.9501313, 116.3397167 39.9503668, 116.3396464 39.9506036, 116.3382967 39.9503681))",POINT (116.3390067 39.9503674),3187.1,34306.0
22号学生公寓,83,287662019,,yes,,,,"POLYGON ((116.3317991 39.9487035, 116.3318579 39.9484869, 116.332088 39.9483192, 116.332603 39.9480872, 116.3326665 39.9481616, 116.3326665 39.9482415, 116.332307 39.9484128, 116.332148 39.9484885, 116.332025 39.9485514, 116.3319464 39.9486215, 116.331897 39.9487217, 116.3317991 39.9487035))",POINT (116.3322244 39.9483722),1535.6,16529.3
20号宿舍楼,84,287662861,,yes,,,,"POLYGON ((116.3320569 39.9486148, 116.3324952 39.9486997, 116.3324503 39.9488358, 116.3320121 39.948751, 116.3320569 39.9486148))",POINT (116.3322536 39.9487253),601.8,6477.7
体育馆,85,287662866,,school,,,,"POLYGON ((116.3304757 39.9506886, 116.3305691 39.9503127, 116.3306345 39.9502912, 116.3311108 39.9503736, 116.3311388 39.9504201, 116.3310314 39.9507817, 116.3309427 39.9508139, 116.330499 39.9507387, 116.3304757 39.9506886))",POINT (116.3308021 39.9505531),2469.1,26577.3
主席台,86,287662943,,house,,,,"POLYGON ((116.3308524 39.9515463, 116.3311891 39.9503621, 116.3313103 39.9503823, 116.3309733 39.9515665, 116.3308524 39.9515463))",POINT (116.3310813 39.9509641),1423.6,15323.0
游泳馆,87,287663004,,yes,,,,"POLYGON ((116.3321605 39.9519657, 116.3322975 39.9514903, 116.3329242 39.9515964, 116.3327871 39.9520718, 116.3321605 39.9519657))",POINT (116.3325423 39.951781),2962.2,31885.3
网球场,88,287663039,,,,park,,"POLYGON ((116.3331998 39.950904, 116.3332839 39.9506203, 116.3339452 39.9507355, 116.3338611 39.9510192, 116.3331998 39.950904))",POINT (116.3335725 39.9508198),1870.6,20134.5
排球场,89,287663044,,,,park,,"POLYGON ((116.3328859 39.9508709, 116.332995 39.9505209, 116.333281 39.9505733, 116.3331719 39.9509233, 116.3328859 39.9508709))",POINT (116.3330834 39.9507221),1003.2,10798.7
运输设备教学馆,90,287663142,,yes,,,,"POLYGON ((116.3358728 39.9514946, 116.3360111 39.9515162, 116.3359859 39.9516112, 116.3364608 39.9516853, 116.3364836 39.9515993, 116.3365926 39.9516163, 116.3364728 39.9520677, 116.3357506 39.951955, 116.3358728 39.9514946))",POINT (116.3361616 39.9518102),2827.7,30436.9
,91,293130108,,yes,,,,"POLYGON ((116.3339488 39.9522577, 116.3339951 39.9521062, 116.3346665 39.9522269, 116.3346201 39.9523784, 116.3339488 39.9522577))",POINT (116.3343076 39.9522423),1017.3,10950.2
,92,293130109,,yes,,,,"POLYGON ((116.3338862 39.9524706, 116.3338527 39.9525895, 116.3345356 39.9527023, 116.334569 39.9525833, 116.3338862 39.9524706))",POINT (116.3342109 39.9525864),805.8,8673.7
,93,293130110,,yes,,,,"POLYGON ((116.333794 39.9528021, 116.3344552 39.9529047, 116.3344201 39.9530373, 116.3337589 39.9529346, 116.333794 39.9528021))",POINT (116.3341071 39.9529197),865.1,9311.3
,94,293130111,,yes,,,,"POLYGON ((116.3340484 39.9518362, 116.3344283 39.9518989, 116.3347217 39.9519477, 116.3346932 39.9520489, 116.3340199 39.9519374, 116.3340484 39.9518362))",POINT (116.3343708 39.9519425),676.8,7285.0
,95,293130112,,yes,,,,"POLYGON ((116.3346121 39.9529431, 116.3353307 39.9530526, 116.3352939 39.9531944, 116.3345754 39.9530849, 116.3346121 39.9529431))",POINT (116.334953 39.9530687),1004.1,10808.3
,96,293130113,,yes,,,,"POLYGON ((116.3346685 39.9527453, 116.334701 39.9526216, 116.3354326 39.9527345, 116.3354001 39.9528581, 116.3346685 39.9527453))",POINT (116.3350505 39.9527399),892.4,9605.7
,97,293130114,,yes,,,,"POLYGON ((116.3347367 39.9524131, 116.335478 39.9525261, 116.3355157 39.9523809, 116.3347744 39.9522679, 116.3347367 39.9524131))",POINT (116.3351262 39.952397),1060.8,11418.9
,98,293130115,,yes,,,,"POLYGON ((116.334815 39.9520893, 116.3348529 39.9519594, 116.3355954 39.9520866, 116.3355575 39.9522165, 116.334815 39.9520893))",POINT (116.3352052 39.9520879),960.1,10334.6
交大知行大厦,99,343659185,,yes,,,,"POLYGON ((116.331502 39.9488083, 116.3316168 39.9488645, 116.3315698 39.9489209, 116.3316541 39.9489622, 116.3310661 39.9496681, 116.3309542 39.9496133, 116.330997 39.949562, 116.3309099 39.9495193, 116.331502 39.9488083))",POINT (116.3312834 39.9492387),1902.1,20473.9
学苑公寓7号楼,100,352008020,,apartments,,,,"POLYGON ((116.3426037 39.9529545, 116.3426442 39.9528332, 116.3421082 39.9527281, 116.3420677 39.9528494, 116.3426037 39.9529545))",POINT (116.3423559 39.9528413),656.7,7069.2
,101,377429196,,yes,,,,"POLYGON ((116.3389279 39.9540622, 116.338956 39.9539677, 116.3396935 39.9540969, 116.3396654 39.9541914, 116.3389279 39.9540622))",POINT (116.3393107 39.9540795),695.1,7482.4
,102,377429197,,yes,,,,"POLYGON ((116.3391818 39.9531635, 116.3399222 39.9532883, 116.3398935 39.9533884, 116.3391531 39.9532636, 116.3391818 39.9531635))",POINT (116.3395377 39.953276),736.6,7928.6
,103,377429198,,yes,,,,"POLYGON ((116.3392955 39.9529054, 116.3393255 39.9527978, 116.3400299 39.9529134, 116.3399999 39.9530209, 116.3392955 39.9529054))",POINT (116.3396626 39.9529094),751.1,8084.7
,104,377692163,,yes,,,,"POLYGON ((116.3398004 39.9543472, 116.3405148 39.9544528, 116.3404907 39.954549, 116.3397762 39.9544434, 116.3398004 39.9543472))",POINT (116.3401455 39.9544481),675.8,7273.8
,105,377692164,,yes,,,,"POLYGON ((116.3406196 39.9541632, 116.3406478 39.9540635, 116.3399177 39.9539423, 116.3398896 39.9540419, 116.3406196 39.9541632))",POINT (116.3402687 39.9540527),722.0,7772.1
,106,377692165,,yes,,,,"POLYGON ((116.3407144 39.9538083, 116.3407447 39.9537053, 116.3400203 39.9535802, 116.33999 39.9536831, 116.3407144 39.9538083))",POINT (116.3403674 39.9536942),743.0,7997.3
,107,377692166,,yes,,,,"POLYGON ((116.3407958 39.9534914, 116.3408253 39.9533956, 116.3401232 39.9532683, 116.3400936 39.9533641, 116.3407958 39.9534914))",POINT (116.3404595 39.9533798),673.4,7248.1
,108,377692167,,yes,,,,"POLYGON ((116.340195 39.9530529, 116.3402231 39.952956, 116.3409268 39.9530756, 116.3408987 39.9531725, 116.340195 39.9530529))",POINT (116.3405609 39.9530643),678.3,7301.4
,109,377692168,,yes,,,,"POLYGON ((116.3409773 39.9528555, 116.3410061 39.9527533, 116.3402974 39.9526361, 116.3402687 39.9527383, 116.3409773 39.9528555))",POINT (116.3406374 39.9527458),718.6,7734.5
,110,377692169,,yes,,,,"POLYGON ((116.3403661 39.9524352, 116.3403941 39.9523338, 116.3410932 39.9524473, 116.3410652 39.9525487, 116.3403661 39.9524352))",POINT (116.3407297 39.9524412),702.2,7558.4
铁科院通信信号研究所,111,387063893,,yes,,,,"POLYGON ((116.3300164 39.9550287, 116.331173 39.9551077, 116.3312 39.9548749, 116.331037 39.9548637, 116.3310264 39.9549547, 116.3302062 39.9548987, 116.3302178 39.954799, 116.3300444 39.9547871, 116.3300164 39.9550287))",POINT (116.3305994 39.9549774),1874.7,20178.6
铁科院金属及化学研究所,112,387063894,,yes,,,,"POLYGON ((116.3300901 39.9544366, 116.3302396 39.9544473, 116.3302583 39.9543327, 116.3310855 39.9543972, 116.3310714 39.9544975, 116.3312443 39.9545154, 116.3312817 39.954261, 116.3301228 39.9541751, 116.3300901 39.9544366))",POINT (116.3306915 39.954314),1975.0,21258.8
小得美发,113,417146127,,yes,,,,"POLYGON ((116.337705 39.9522596, 116.3380956 39.9523446, 116.3380604 39.9524395, 116.3376699 39.9523545, 116.337705 39.9522596))",POINT (116.3378827 39.9523495),379.7,4087.1
北京交通大学畅园4号楼,114,417146131,,yes,,,,"POLYGON ((116.3383093 39.95218, 116.3387032 39.9522503, 116.3386154 39.9525393, 116.3382215 39.952469, 116.3383093 39.95218))",POINT (116.3384623 39.9523596),1137.8,12246.7
北京交通大学畅园2号楼,115,417146134,,yes,,,,"POLYGON ((116.338859 39.95259, 116.3389296 39.9523117, 116.3392211 39.9523552, 116.3391505 39.9526334, 116.338859 39.95259))",POINT (116.33904 39.9524726),798.1,8590.1
,116,417146136,,,,park,,"POLYGON ((116.3391792 39.9526509, 116.3392763 39.9526781, 116.3392886 39.9523179, 116.3392239 39.9523025, 116.3391792 39.9526509))",POINT (116.3392411 39.9524993),277.5,2986.9
,117,417146137,,,,park,,"POLYGON ((116.3388496 39.9525966, 116.3388218 39.9525871, 116.338868 39.9522376, 116.3389281 39.9522458, 116.3388496 39.9525966))",POINT (116.3388706 39.9523962),151.1,1626.7
,118,417146138,,,,park,,"POLYGON ((116.3389327 39.9522919, 116.338942 39.9522529, 116.3390421 39.9522706, 116.3390329 39.952312, 116.3389327 39.9522919))",POINT (116.3389879 39.952282),39.8,428.7
,119,417146139,,,,park,,"POLYGON ((116.339207 39.9523415, 116.339093 39.9523155, 116.3391022 39.9522825, 116.339207 39.9523073, 116.339207 39.9523415))",POINT (116.339152 39.9523119),36.0,387.0
,120,417146141,,,,park,,"POLYGON ((116.3388659 39.9521861, 116.3389035 39.9519619, 116.3396116 39.9520545, 116.3396277 39.9520915, 116.3394909 39.952219, 116.3393005 39.952256, 116.3388659 39.9521861))",POINT (116.3392148 39.9521134),1448.3,15589.2
畅园3,121,417146143,,yes,,,,"POLYGON ((116.3390101 39.9515507, 116.3393025 39.9516446, 116.3392309 39.9518681, 116.3389331 39.951805, 116.3390101 39.9515507))",POINT (116.3391162 39.951716),723.7,7789.6
,122,417146144,,,,park,,"POLYGON ((116.3396194 39.9519627, 116.3396687 39.9516438, 116.3398875 39.9516675, 116.3397642 39.9520312, 116.3396194 39.9519627))",POINT (116.3397399 39.9518178),626.0,6738.0
北京交通大学畅园1号楼,123,417146145,,yes,,,,"POLYGON ((116.3399358 39.9517503, 116.3401657 39.9518039, 116.3400766 39.9520027, 116.3399662 39.9519709, 116.339862 39.9519343, 116.3399358 39.9517503))",POINT (116.3400116 39.9518734),453.8,4885.1
,124,417146146,,,,park,,"POLYGON ((116.3394262 39.9525467, 116.339386 39.9523205, 116.3395872 39.9522896, 116.3397052 39.9521231, 116.3398098 39.9521478, 116.3398581 39.9522156, 116.3396381 39.9525857, 116.3394262 39.9525467))",POINT (116.3396174 39.9523676),1108.1,11927.6
,125,417146147,,yes,,,,"POLYGON ((116.3394466 39.9525777, 116.3396025 39.9526104, 116.3395684 39.9527059, 116.3394914 39.9526898, 116.3394125 39.9526733, 116.3394466 39.9525777))",POINT (116.3395075 39.9526418),151.8,1633.8
,126,417146148,,yes,,,,"POLYGON ((116.339852 39.9523157, 116.3400754 39.9523741, 116.3399902 39.9525656, 116.3398784 39.9525364, 116.3397668 39.9525072, 116.339852 39.9523157))",POINT (116.3399211 39.9524407),452.8,4873.8
东5公寓,127,421408341,,apartments,,,,"POLYGON ((116.339536 39.9465404, 116.3395506 39.9463973, 116.3403295 39.9464438, 116.340315 39.9465869, 116.339536 39.9465404))",POINT (116.3399328 39.9464921),1063.3,11445.1
东4公寓,128,421408343,,apartments,,,,"POLYGON ((116.3397373 39.9462599, 116.3397549 39.9461049, 116.3403602 39.9461454, 116.3403426 39.9463004, 116.3397373 39.9462599))",POINT (116.3400488 39.9462027),896.3,9647.9
东3公寓,129,421408345,,apartments,,,,"POLYGON ((116.3397502 39.9459211, 116.3397608 39.9457997, 116.3403979 39.9458324, 116.3403873 39.9459538, 116.3397502 39.9459211))",POINT (116.340074 39.9458768),736.6,7928.9
东2公寓,130,421408347,,apartments,,,,"POLYGON ((116.3397867 39.9456151, 116.3397959 39.9454877, 116.3404238 39.9455143, 116.3404146 39.9456417, 116.3397867 39.9456151))",POINT (116.3401052 39.9455647),760.8,8189.1
东1公寓,131,421408349,,apartments,,,,"POLYGON ((116.3398118 39.9453225, 116.3398212 39.9452011, 116.3404492 39.9452296, 116.3404399 39.945351, 116.3398118 39.9453225))",POINT (116.3401305 39.9452761),725.5,7808.7
东教二楼,132,421408351,,yes,,,,"POLYGON ((116.3406158 39.9453478, 116.3406332 39.9451891, 116.3417851 39.9452633, 116.3417677 39.9454221, 116.3406158 39.9453478))",POINT (116.3412005 39.9453056),1746.1,18794.7
东教3楼,133,421408354,,yes,,,,"POLYGON ((116.3398516 39.9450353, 116.3398655 39.9448718, 116.3404567 39.9449012, 116.3404429 39.9450647, 116.3398516 39.9450353))",POINT (116.3401542 39.9449683),920.4,9907.5
东教一楼,134,421408356,,yes,,,,"POLYGON ((116.3406736 39.9449988, 116.3406932 39.9447809, 116.3418506 39.9448423, 116.341831 39.9450602, 116.3406736 39.9449988))",POINT (116.3412621 39.9449205),2402.6,25861.9
东区篮球场,135,421587949,,,,pitch,,"POLYGON ((116.3406542 39.9456882, 116.3406784 39.9454337, 116.3416435 39.9454878, 116.3416192 39.9457424, 116.3408573 39.9456996, 116.3406542 39.9456882))",POINT (116.3411489 39.945588),2341.6,25204.6
,136,421588668,,,,garden,,"POLYGON ((116.3417453 39.9463845, 116.3417723 39.9462044, 116.3423087 39.9462515, 116.3422817 39.9464317, 116.3417453 39.9463845))",POINT (116.342027 39.946318),928.3,9991.9
,137,466641851,,yes,,,,"POLYGON ((116.3282003 39.9542178, 116.3289715 39.9542719, 116.3289832 39.9541748, 116.3282119 39.9541206, 116.3282003 39.9542178))",POINT (116.3285917 39.9541963),716.3,7710.3
,138,466643066,,yes,,,,"POLYGON ((116.3281471 39.9513672, 116.3289218 39.9514221, 116.3289085 39.9515322, 116.3281338 39.9514772, 116.3281471 39.9513672))",POINT (116.3285279 39.9514497),815.2,8774.9
,139,466643067,,yes,,,,"POLYGON ((116.3288046 39.9521283, 116.329152 39.9521531, 116.3292145 39.9516387, 116.3292883 39.951644, 116.3292973 39.9515699, 116.3290773 39.9515542, 116.3290689 39.9516231, 116.3289934 39.9516177, 116.3289915 39.9516331, 116.3289454 39.9516495, 116.3289116 39.9516898, 116.3288583 39.951686, 116.3288046 39.9521283))",POINT (116.3290278 39.9518662),1809.5,19477.7
富海大厦,140,466643068,,yes,,,,"POLYGON ((116.3287551 39.9523032, 116.3290919 39.9523327, 116.3290365 39.9527042, 116.3290129 39.9528627, 116.3290876 39.9528692, 116.3290766 39.9529427, 116.3286651 39.9529067, 116.3287551 39.9523032))",POINT (116.3288829 39.9526271),2004.9,21580.4
,141,466643069,,yes,,,,"POLYGON ((116.3282423 39.9537153, 116.3282583 39.9535701, 116.3288907 39.9536113, 116.3288776 39.9537292, 116.3290321 39.9537393, 116.3290172 39.9538732, 116.3288711 39.9538637, 116.3288829 39.953757, 116.3282423 39.9537153))",POINT (116.3286346 39.9536877),1065.7,11470.6
,142,466643070,,yes,,,,"POLYGON ((116.3282874 39.9532771, 116.3288983 39.953312, 116.3288863 39.9534353, 116.3290687 39.9534458, 116.3290937 39.9531883, 116.3283005 39.953143, 116.3282874 39.9532771))",POINT (116.3287417 39.9532582),1228.6,13224.7
,143,468435300,,yes,,,,"POLYGON ((116.3386681 39.949048, 116.3391566 39.94912, 116.3392021 39.9489389, 116.3387136 39.9488669, 116.3386681 39.949048))",POINT (116.3389351 39.9489934),869.8,9362.7
,144,468435301,,apartments,,,,"POLYGON ((116.3373328 39.9478691, 116.3376736 39.9479807, 116.3378428 39.947677, 116.3375021 39.9475654, 116.3373328 39.9478691))",POINT (116.3375878 39.9477731),1160.3,12488.9
,145,468435302,,apartments,,,,"POLYGON ((116.3380476 39.9480827, 116.3383884 39.9481866, 116.3385434 39.9478877, 116.3382026 39.9477838, 116.3380476 39.9480827))",POINT (116.3382955 39.9479852),1118.5,12039.3
,146,468435303,,apartments,,,,"POLYGON ((116.3387217 39.9482919, 116.3390494 39.9484021, 116.3392114 39.948119, 116.3388836 39.9480088, 116.3387217 39.9482919))",POINT (116.3389665 39.9482054),1048.9,11290.6
,147,468435304,,apartments,,,,"POLYGON ((116.3393987 39.9485365, 116.339733 39.9486399, 116.3398916 39.9483384, 116.3395573 39.948235, 116.3393987 39.9485365))",POINT (116.3396451 39.9484375),1111.1,11959.8
,148,468435305,,apartments,,,,"POLYGON ((116.3400808 39.9487386, 116.3404232 39.9488464, 116.3406066 39.9485418, 116.3402642 39.9484386, 116.3400808 39.9487386))",POINT (116.340344 39.9486416),1164.8,12537.9
,149,468435306,,apartments,,,,"POLYGON ((116.3407656 39.948973, 116.3411202 39.9490808, 116.3412791 39.9487808, 116.340949 39.9486777, 116.3407656 39.948973))",POINT (116.3410273 39.9488797),1137.2,12241.1
,150,468435307,,apartments,,,,"POLYGON ((116.3404342 39.9492616, 116.3405845 39.9492921, 116.3405649 39.949349, 116.3409353 39.9494241, 116.34099 39.9492657, 116.3404692 39.9491602, 116.3404342 39.9492616))",POINT (116.3407258 39.9492906),749.8,8070.9
,151,468435308,,apartments,,,,"POLYGON ((116.3415941 39.9496295, 116.3419095 39.94968, 116.3419801 39.9494635, 116.3419283 39.9494274, 116.3418201 39.9494599, 116.3417589 39.9493986, 116.3416883 39.9493769, 116.3416506 39.9494455, 116.3415941 39.9496295))",POINT (116.3417861 39.9495392),723.2,7784.6
,152,468435309,,yes,,,,"POLYGON ((116.3403751 39.9503367, 116.3408928 39.9504305, 116.340954 39.9502465, 116.3404457 39.9501779, 116.3403751 39.9503367))",POINT (116.3406723 39.9502993),884.4,9519.3
,153,468435310,,yes,,,,"POLYGON ((116.3407422 39.9501022, 116.340954 39.9501491, 116.3410905 39.9497305, 116.3408411 39.9496656, 116.3407422 39.9501022))",POINT (116.3409083 39.9499056),997.2,10734.2
,154,468435311,,yes,,,,"POLYGON ((116.3404269 39.9497089, 116.3405963 39.9497233, 116.3406575 39.949597, 116.3405069 39.9495609, 116.3404269 39.9497089))",POINT (116.3405444 39.9496477),225.0,2421.4
,155,468435312,,yes,,,,"POLYGON ((116.3421872 39.9502212, 116.3423284 39.9502393, 116.342479 39.9496656, 116.3423284 39.9496223, 116.3421872 39.9502212))",POINT (116.3423315 39.949932),853.5,9186.7
,156,468435313,,yes,,,,"POLYGON ((116.3409776 39.9505604, 116.3414906 39.9506398, 116.3415141 39.950564, 116.3416694 39.9505748, 116.3417212 39.9503403, 116.3415894 39.9503114, 116.3415141 39.9505099, 116.3410105 39.9504486, 116.3409776 39.9505604))",POINT (116.3413914 39.9505072),970.0,10440.6
,157,468435314,,yes,,,,"POLYGON ((116.3410999 39.9502429, 116.3415 39.9502898, 116.3415424 39.950196, 116.3411423 39.9501346, 116.3410999 39.9502429))",POINT (116.3413167 39.9502151),405.1,4360.3
,158,468435315,,yes,,,,"POLYGON ((116.3430815 39.9501599, 116.3432085 39.9501924, 116.3433027 39.9499218, 116.3431615 39.9498965, 116.3431803 39.9498135, 116.3425967 39.9497017, 116.3425543 39.9498171, 116.3431426 39.9499362, 116.3430815 39.9501599))",POINT (116.3429811 39.9498944),1081.0,11635.5
,159,468435316,,yes,,,,"POLYGON ((116.3423378 39.9495176, 116.3425167 39.9495537, 116.3425637 39.9493841, 116.3423755 39.9493553, 116.3423378 39.9495176))",POINT (116.3424494 39.9494523),301.8,3248.8
,160,468435317,,yes,,,,"POLYGON ((116.3424209 39.9492027, 116.3426204 39.9492286, 116.3426548 39.9490731, 116.3424553 39.9490471, 116.3424209 39.9492027))",POINT (116.3425378 39.9491379),302.7,3258.0
,161,468435318,,yes,,,,"POLYGON ((116.3427647 39.9492525, 116.3432908 39.9493812, 116.3433347 39.9492758, 116.3428086 39.9491471, 116.3427647 39.9492525))",POINT (116.3430497 39.9492641),579.3,6235.5
,162,468435319,,yes,,,,"POLYGON ((116.3434674 39.9502285, 116.3439663 39.9502321, 116.3439946 39.9501455, 116.3448088 39.9501599, 116.3448088 39.950012, 116.3439946 39.9500156, 116.3439757 39.9500805, 116.3434533 39.9500841, 116.3434674 39.9502285))",POINT (116.3441307 39.9501125),1816.9,19556.6
,163,468435321,,yes,,,,"POLYGON ((116.3434392 39.9497017, 116.343971 39.9498316, 116.3440275 39.9497414, 116.3434721 39.9496151, 116.3434392 39.9497017))",POINT (116.3437318 39.9497232),509.9,5488.4
,164,468435322,,yes,,,,"POLYGON ((116.343425 39.9493805, 116.3444135 39.9496367, 116.3444794 39.9495429, 116.3434674 39.9492723, 116.343425 39.9493805))",POINT (116.3439405 39.9494563),1093.0,11765.5
,165,468435323,,yes,,,,"POLYGON ((116.3442534 39.949846, 116.3446723 39.9499254, 116.3447476 39.9497089, 116.3450442 39.949763, 116.3450771 39.9496836, 116.3447194 39.949579, 116.3445735 39.9497991, 116.3442911 39.9497125, 116.3442534 39.949846))",POINT (116.3446474 39.9497593),999.9,10763.1
,166,468435324,,yes,,,,"POLYGON ((116.3426397 39.9484214, 116.3427988 39.948449, 116.3427338 39.9486839, 116.3427137 39.9487367, 116.3425546 39.948709, 116.3426397 39.9484214))",POINT (116.3426777 39.9485796),462.3,4976.4
,167,468435325,,yes,,,,"POLYGON ((116.3426883 39.9488042, 116.3437774 39.9490462, 116.3438229 39.9489258, 116.3427338 39.9486839, 116.3426883 39.9488042))",POINT (116.3432557 39.948865),1347.1,14499.9
,168,468435326,,yes,,,,"POLYGON ((116.343874 39.9491115, 116.3443761 39.949234, 116.344414 39.9491426, 116.3439119 39.9490201, 116.343874 39.9491115))",POINT (116.344144 39.9491271),479.1,5157.2
,169,468435327,,yes,,,,"POLYGON ((116.3436362 39.9486863, 116.3443329 39.9488767, 116.3443764 39.948783, 116.3436797 39.9485926, 116.3436362 39.9486863))",POINT (116.3440063 39.9487346),697.5,7507.4
,170,468435329,,yes,,,,"POLYGON ((116.3433199 39.9483785, 116.3434003 39.9483919, 116.3434095 39.9483594, 116.3436635 39.9484015, 116.343653 39.9484385, 116.3437445 39.9484537, 116.3437815 39.9483225, 116.3433556 39.9482519, 116.3433199 39.9483785))",POINT (116.3435554 39.9483431),457.5,4924.8
,171,468435330,,yes,,,,"POLYGON ((116.3437967 39.9480515, 116.343874 39.948065, 116.343885 39.948028, 116.344151 39.9480745, 116.3441396 39.9481131, 116.3442086 39.9481252, 116.3442464 39.9479984, 116.3438341 39.9479262, 116.3437967 39.9480515))",POINT (116.3440241 39.9480146),418.1,4500.1
,172,468435331,,yes,,,,"POLYGON ((116.3427738 39.9480153, 116.3428376 39.9480258, 116.3428483 39.9479876, 116.3431116 39.948031, 116.3430994 39.9480743, 116.3432034 39.9480914, 116.3432371 39.9479711, 116.3428061 39.9479001, 116.3427738 39.9480153))",POINT (116.3430151 39.9479855),398.0,4284.4
,173,468435332,,yes,,,,"POLYGON ((116.3428179 39.9477171, 116.3429308 39.9477352, 116.3429591 39.9476846, 116.3430485 39.9477027, 116.3432085 39.9471903, 116.3429779 39.9471506, 116.3428179 39.9477171))",POINT (116.343011 39.9474381),1202.3,12940.9
,174,468464029,,yes,,,,"POLYGON ((116.3431003 39.9470496, 116.343185 39.9470676, 116.3431709 39.9471037, 116.3433262 39.947129, 116.3433544 39.9470532, 116.3434109 39.9470568, 116.3434486 39.9469522, 116.343345 39.9469377, 116.343345 39.9468764, 116.3431944 39.9468583, 116.3431803 39.9469522, 116.3431144 39.9469377, 116.3431003 39.9470496))",POINT (116.3432665 39.9469951),553.8,5960.5
,175,468464030,,yes,,,,"POLYGON ((116.3421016 39.9475099, 116.342428 39.9475279, 116.3424493 39.9473, 116.3421229 39.9472821, 116.3421016 39.9475099))",POINT (116.3422755 39.947405),708.7,7628.9
,176,468464032,,yes,,,,"POLYGON ((116.3437451 39.9470965, 116.3438581 39.9471073, 116.3438534 39.947147, 116.3439851 39.9471723, 116.3440134 39.9471037, 116.3440981 39.9471037, 116.3441169 39.9470099, 116.3439946 39.9469882, 116.3440134 39.9469413, 116.3438581 39.9469125, 116.3438487 39.9469991, 116.3437828 39.9469882, 116.3437451 39.9470965))",POINT (116.3439315 39.9470453),528.5,5688.9
,177,468464034,,yes,,,,"POLYGON ((116.3432038 39.9466527, 116.3433356 39.9466563, 116.3433215 39.9466923, 116.3440887 39.9467465, 116.3441028 39.9465985, 116.3433592 39.9465733, 116.343378 39.9464939, 116.3432132 39.9464903, 116.3432038 39.9466527))",POINT (116.3436451 39.9466377),1195.1,12864.0
,178,468464035,,yes,,,,"POLYGON ((116.3433733 39.9460825, 116.3437545 39.9461258, 116.3438251 39.9458588, 116.3434533 39.9458119, 116.3433733 39.9460825))",POINT (116.3436009 39.9459702),991.8,10675.1
,179,468464037,,yes,,,,"POLYGON ((116.3434956 39.9455413, 116.3439145 39.9455954, 116.343971 39.945332, 116.3435757 39.9452815, 116.3434956 39.9455413))",POINT (116.3437389 39.9454388),1043.6,11233.5
,180,468464038,,yes,,,,"POLYGON ((116.3429191 39.945572, 116.3430702 39.9455378, 116.3430404 39.9454604, 116.3431247 39.9454413, 116.3430941 39.945362, 116.3431704 39.9453447, 116.3431388 39.9452626, 116.3429621 39.9453026, 116.3429904 39.9453758, 116.3429104 39.9453939, 116.3429389 39.9454679, 116.3428837 39.9454804, 116.3429191 39.945572))",POINT (116.3430214 39.9454148),433.0,4660.5
,181,468464040,,yes,,,,"POLYGON ((116.3436933 39.9449567, 116.3440134 39.9449928, 116.3440699 39.9447294, 116.3437686 39.9447041, 116.3436933 39.9449567))",POINT (116.3438868 39.9448473),779.2,8387.6
,182,468464041,,yes,,,,"POLYGON ((116.3426308 39.9450261, 116.3432298 39.9450649, 116.3432427 39.9449486, 116.3426436 39.9449098, 116.3426308 39.9450261))",POINT (116.3429367 39.9449873),665.3,7161.3
,183,468464042,,yes,,,,"POLYGON ((116.3443934 39.9441507, 116.3446361 39.9442191, 116.3448508 39.9436631, 116.3446249 39.9436075, 116.3443934 39.9441507))",POINT (116.344625 39.9439141),1352.1,14554.2
,184,468464044,,yes,,,,"POLYGON ((116.343763 39.944542, 116.3442511 39.9445869, 116.3443209 39.9441849, 116.3438606 39.944155, 116.343763 39.944542))",POINT (116.3440497 39.9443694),1803.4,19412.0
,185,468464047,,yes,,,,"POLYGON ((116.3431898 39.9438644, 116.3432712 39.9438991, 116.3434477 39.9438887, 116.3435292 39.9438263, 116.3434839 39.9436597, 116.343407 39.9436181, 116.3431852 39.9436493, 116.3431536 39.9436979, 116.3431898 39.9438644))",POINT (116.3433388 39.9437614),787.8,8479.4
,186,468464049,,yes,,,,"POLYGON ((116.3420034 39.9440844, 116.3426675 39.9440045, 116.3426404 39.9438717, 116.3419763 39.9439516, 116.3420034 39.9440844))",POINT (116.3423219 39.943978),856.7,9222.0
