name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,368,950001476,,yes,,,,"POLYGON ((116.3348803 39.9546336, 116.3354599 39.9546731, 116.3354704 39.9545822, 116.3348908 39.9545428, 116.3348803 39.9546336))",POINT (116.3351754 39.9546079),503.1,5415.6
,369,950001477,,yes,,,,"POLYGON ((116.3348266 39.9549544, 116.3354062 39.9549938, 116.3354167 39.954903, 116.3348372 39.9548635, 116.3348266 39.9549544))",POINT (116.3351216 39.9549287),503.1,5415.3
,370,950001478,,yes,,,,"POLYGON ((116.3347864 39.9552628, 116.335366 39.9553022, 116.3353765 39.9552114, 116.3347969 39.9551719, 116.3347864 39.9552628))",POINT (116.3350814 39.9552371),503.1,5415.6
,371,950001479,,yes,,,,"POLYGON ((116.3340837 39.9552813, 116.3346632 39.9553207, 116.3346738 39.9552299, 116.3340942 39.9551904, 116.3340837 39.9552813))",POINT (116.3343787 39.9552556),503.1,5415.3
,372,950001480,,yes,,,,"POLYGON ((116.3340542 39.9555547, 116.3346337 39.9555942, 116.3346443 39.9555033, 116.3340647 39.9554639, 116.3340542 39.9555547))",POINT (116.3343493 39.955529),503.1,5415.3
,373,950001481,,yes,,,,"POLYGON ((116.3340032 39.955896, 116.3345828 39.9559355, 116.3345933 39.9558446, 116.3340137 39.9558052, 116.3340032 39.955896))",POINT (116.3342983 39.9558703),503.1,5415.5
,374,950001482,,yes,,,,"POLYGON ((116.3339737 39.9562384, 116.3345533 39.9562778, 116.3345638 39.956187, 116.3339842 39.9561475, 116.3339737 39.9562384))",POINT (116.3342687 39.9562127),503.1,5415.5
,375,950001483,,yes,,,,"POLYGON ((116.3367782 39.9551566, 116.3374729 39.9552039, 116.3374831 39.955116, 116.3367884 39.9550687, 116.3367782 39.9551566))",POINT (116.3371307 39.9551363),583.5,6280.5
,376,950001484,,yes,,,,"POLYGON ((116.3367391 39.9555023, 116.3374338 39.9555496, 116.3374439 39.9554617, 116.3367492 39.9554144, 116.3367391 39.9555023))",POINT (116.3370915 39.955482),583.4,6280.0
,377,950261434,,yes,,,,"POLYGON ((116.3286601 39.9505686, 116.3288092 39.9505751, 116.3288199 39.9504299, 116.3293291 39.9504518, 116.3293173 39.9506129, 116.3294532 39.9506187, 116.3294731 39.9503471, 116.3293562 39.9503421, 116.3287755 39.9503171, 116.3286789 39.9503129, 116.3286601 39.9505686))",POINT (116.3290704 39.9504291),1249.0,13444.0
,378,950261443,,yes,,,,"POLYGON ((116.3294756 39.9464367, 116.3294586 39.9465543, 116.3305663 39.9466488, 116.3305834 39.9465313, 116.3294756 39.9464367))",POINT (116.3300209 39.9465428),1249.9,13453.9
,379,950261455,,yes,,,,"POLYGON ((116.3292047 39.9481968, 116.3295152 39.9482188, 116.3300067 39.9482503, 116.3301056 39.9482573, 116.3303172 39.9482722, 116.3303554 39.9479542, 116.3300449 39.9479323, 116.3300268 39.9480826, 116.3295357 39.948048, 116.3295534 39.9479007, 116.3292429 39.9478788, 116.3292047 39.9481968))",POINT (116.3297772 39.9480975),2683.2,28881.5
,380,950261456,,yes,,,,"POLYGON ((116.3300201 39.9471913, 116.3304573 39.9472222, 116.3304796 39.9470366, 116.3300424 39.9470058, 116.3300201 39.9471913))",POINT (116.3302499 39.947114),775.7,8349.2
,381,961186560,,yes,,,,"POLYGON ((116.3341891 39.9473772, 116.334334 39.9473849, 116.3343394 39.9473253, 116.3341945 39.9473175, 116.3341891 39.9473772))",POINT (116.3342642 39.9473512),82.3,886.4
,382,961186561,,yes,,,,"POLYGON ((116.3341633 39.9471925, 116.334051 39.9471872, 116.3340399 39.9473262, 116.3341774 39.9473327, 116.3341786 39.9473172, 116.3341945 39.9473175, 116.3343394 39.9473253, 116.3343475 39.9473252, 116.3343583 39.9471907, 116.3341642 39.9471816, 116.3341633 39.9471925))",POINT (116.3341979 39.9472563),400.6,4312.5
,383,966348133,,,,pitch,,"POLYGON ((116.3413622 39.9470622, 116.3415164 39.9460946, 116.3407251 39.9460231, 116.3405587 39.9469782, 116.3413622 39.9470622))",POINT (116.3410411 39.946541),7386.4,79506.7
,384,969785335,,,parking,,,"POLYGON ((116.3326107 39.9493905, 116.3332831 39.9495187, 116.3333183 39.94941, 116.332646 39.9492818, 116.3326107 39.9493905))",POINT (116.3329645 39.9494002),735.8,7919.6
,385,969785336,,,parking,,,"POLYGON ((116.3308121 39.9497591, 116.3310146 39.9498372, 116.3311071 39.9496963, 116.3309046 39.9496182, 116.3308121 39.9497591))",POINT (116.3309596 39.9497277),339.0,3649.0
,386,969785337,,,parking,,,"POLYGON ((116.3414333 39.9500867, 116.3414925 39.9498814, 116.3417069 39.9499178, 116.3416476 39.950123, 116.3414333 39.9500867))",POINT (116.3415701 39.9500022),437.5,4709.6
,387,969785338,,,parking,,,"POLYGON ((116.3405006 39.9516747, 116.3409394 39.9517507, 116.3410561 39.951355, 116.340943 39.9513354, 116.3408745 39.9515674, 116.3405489 39.9515109, 116.3405006 39.9516747))",POINT (116.3408033 39.9515854),977.5,10522.1
,388,969785339,,,parking,,,"POLYGON ((116.3373391 39.9481994, 116.3379883 39.9483321, 116.3379147 39.9485438, 116.3372654 39.9484111, 116.3373391 39.9481994))",POINT (116.3376269 39.9483716),1395.8,15024.4
,389,969785340,,,parking,,,"POLYGON ((116.330218 39.9507783, 116.3304238 39.9508093, 116.3305593 39.9502613, 116.3306987 39.9502191, 116.3312258 39.9503168, 116.3312781 39.9501266, 116.3306947 39.9500187, 116.3305007 39.9500636, 116.3303837 39.9502943, 116.3302789 39.9505864, 116.330218 39.9507783))",POINT (116.3306732 39.9503098),2495.4,26860.3
,390,970660871,,,,park,,"POLYGON ((116.3275317 39.9438391, 116.3276133 39.9436147, 116.3276487 39.9434021, 116.3275871 39.9432615, 116.3279076 39.9432568, 116.3281587 39.9433371, 116.3283882 39.9434009, 116.3286593 39.9433549, 116.3289258 39.9433879, 116.3289228 39.9434895, 116.3289474 39.9436135, 116.3288889 39.9438604, 116.3288457 39.9439879, 116.3275317 39.9438391))",POINT (116.3282565 39.9436259),7305.9,78639.7
